ID No,District,Latitude,Longitude,"Season(SA = Summer Autumn, WS = Winter Spring)","Rice Crop Intensity(D=Double, T=Triple)",Date of Harvest,Field size (ha),Predicted Rice Yield (kg/ha)
43,Chau_Phu,10.64394,105.165296,SA,T,05-08-2022,1.4,6035.898909779301
44,Chau_Thanh,10.420981,105.295797,WS,T,25-03-2022,1.76,7165.187645161465
45,Thoai_Son,10.340626,105.172116,SA,T,23-07-2022,3.0,6086.054402933589
46,Chau_Phu,10.625193,105.181059,SA,D,09-08-2022,3.0,6224.060278575942
47,Chau_Phu,10.479304,105.102943,SA,D,20-07-2022,2.9,6012.106256489885
48,Chau_Thanh,10.392899,105.188514,WS,T,24-03-2022,1.43,7006.832388427001
49,Chau_Thanh,10.426536,105.115181,SA,T,14-07-2022,1.43,6116.28613102722
50,Chau_Phu,10.552114,105.091399,SA,D,05-08-2022,3.6,6304.6177717992405
51,Chau_Phu,10.541934,105.247538,WS,T,10-04-2022,2.0,7168.596664125245
52,Thoai_Son,10.303437,105.381252,WS,T,28-03-2022,2.1,7132.5700826871625
53,Thoai_Son,10.368837,105.205763,SA,T,21-07-2022,2.3,5971.897468500001
54,Chau_Thanh,10.440557,105.250671,WS,T,27-03-2022,1.76,7159.063210423461
55,Chau_Thanh,10.430707,105.315671,SA,T,10-07-2022,1.54,6608.828504545238
56,Chau_Thanh,10.378696,105.309113,WS,T,27-03-2022,1.32,7168.99597753093
57,Thoai_Son,10.283467,105.267082,WS,T,20-04-2022,2.2,7013.426814315165
58,Chau_Thanh,10.436907,105.236241,WS,T,27-03-2022,1.375,7166.773145416543
59,Chau_Thanh,10.387619,105.243467,SA,T,19-07-2022,1.3,5982.892910335113
60,Chau_Phu,10.482003,105.203866,SA,T,15-07-2022,3.0,6070.5387396253345
61,Chau_Phu,10.545098,105.112895,SA,D,20-07-2022,3.6,5999.712455424563
62,Thoai_Son,10.279477,105.288145,WS,T,10-04-2022,2.0,7183.469042319349
63,Chau_Thanh,10.40466,105.311554,SA,T,17-07-2022,1.87,6136.753219649186
64,Thoai_Son,10.34489,105.243935,SA,T,23-07-2022,2.3,6054.924155070246
65,Chau_Phu,10.623506,105.132794,WS,T,10-04-2022,5.0,7131.798648326841
66,Thoai_Son,10.303766,105.203102,WS,T,16-04-2022,2.2,7141.587233536747
67,Chau_Phu,10.656963,105.152679,WS,D,10-04-2022,3.0,6825.29216648831
68,Thoai_Son,10.312202,105.330633,WS,T,10-04-2022,3.0,7130.484452927184
69,Chau_Thanh,10.440335,105.22309,WS,D,27-03-2022,1.76,7141.3743417897485
70,Thoai_Son,10.306886,105.290958,SA,T,20-07-2022,1.85,6033.719136969128
71,Chau_Thanh,10.392045,105.307085,SA,T,17-07-2022,1.43,6007.1525740437955
72,Chau_Thanh,10.375619,105.124248,WS,T,24-03-2022,1.87,7110.033545445109
73,Thoai_Son,10.313955,105.243521,SA,T,20-07-2022,1.3,6025.945153269579
74,Chau_Phu,10.592666,105.141217,SA,T,05-08-2022,2.8,6309.178690459412
75,Thoai_Son,10.266311,105.23555,WS,T,20-04-2022,1.5,7125.906047183016
76,Chau_Thanh,10.386546,105.19302,SA,T,14-07-2022,1.65,6051.829052584613
77,Thoai_Son,10.282365,105.276189,WS,T,10-04-2022,1.91,7079.151740540186
78,Thoai_Son,10.33791,105.357013,SA,T,20-07-2022,2.0,6067.388965186331
79,Thoai_Son,10.31856,105.374468,WS,D,28-03-2022,1.4,7134.081255913826
80,Chau_Thanh,10.429212,105.141436,WS,D,27-03-2022,1.21,7139.764631778005
81,Chau_Phu,10.474439,105.216928,SA,T,15-07-2022,7.0,6032.303066570654
82,Chau_Thanh,10.443488,105.236111,WS,T,27-03-2022,1.65,7158.819355863851
83,Chau_Thanh,10.409367,105.355252,WS,T,25-03-2022,2.42,7137.674787045348
84,Thoai_Son,10.292156,105.361294,SA,T,12-07-2022,2.3,6170.068076910632
85,Chau_Phu,10.469839,105.211568,WS,T,01-04-2022,4.0,7076.589484268657
86,Thoai_Son,10.257436,105.217205,SA,T,22-07-2022,2.3,6195.638294100782
87,Chau_Phu,10.658291,105.127704,WS,T,10-04-2022,3.0,7169.313434781897
88,Chau_Thanh,10.407982,105.123304,WS,D,27-03-2022,2.75,7125.20125416993
89,Thoai_Son,10.320684,105.272431,SA,T,20-07-2022,3.0,5982.387840503056
90,Chau_Phu,10.501648,105.096892,WS,T,10-04-2022,1.2,7137.824070031781
91,Chau_Phu,10.490352,105.23065,WS,T,02-04-2022,4.0,7076.004729297313
92,Thoai_Son,10.34489,105.243935,WS,T,12-04-2022,2.3,7127.539182477366
93,Chau_Thanh,10.440557,105.250671,SA,T,28-07-2022,1.76,6110.17087298303
94,Thoai_Son,10.320371,105.259016,WS,T,13-04-2022,1.52,7101.736536575735
95,Thoai_Son,10.250745,105.24539,WS,T,20-04-2022,3.0,7146.3426843782545
96,Chau_Thanh,10.435839,105.132981,SA,D,26-07-2022,1.21,6054.822920715309
97,Chau_Phu,10.529357,105.147388,WS,T,10-04-2022,2.0,7185.4980722318805
98,Chau_Thanh,10.452537,105.205118,SA,T,20-07-2022,5.5,6032.111686542875
99,Chau_Thanh,10.394341,105.126836,SA,T,14-07-2022,4.4,6038.416517453725
100,Chau_Phu,10.48065,105.130089,WS,T,10-04-2022,2.0,7120.414949261062
