ID No,District,Latitude,Longitude,"Season(SA = Summer Autumn, WS = Winter Spring)","Rice Crop Intensity(D=Double, T=Triple)",Date of Harvest,Field size (ha),Predicted Rice Yield (kg/ha)
57,Thoai_Son,10.283467,105.267082,WS,T,20-04-2022,2.2,7191.534973070056
58,Chau_Thanh,10.436907,105.236241,WS,T,27-03-2022,1.375,7292.127940003937
59,Chau_Thanh,10.387619,105.243467,SA,T,19-07-2022,1.3,5888.458272359556
60,Chau_Phu,10.482003,105.203866,SA,T,15-07-2022,3.0,6002.728495764944
61,Chau_Phu,10.545098,105.112895,SA,D,20-07-2022,3.6,6051.0190972999135
62,Thoai_Son,10.279477,105.288145,WS,T,10-04-2022,2.0,7315.45250637512
63,Chau_Thanh,10.40466,105.311554,SA,T,17-07-2022,1.87,6012.456557959253
64,Thoai_Son,10.34489,105.243935,SA,T,23-07-2022,2.3,5856.87814194163
65,Chau_Phu,10.623506,105.132794,WS,T,10-04-2022,5.0,7113.457120669106
66,Thoai_Son,10.303766,105.203102,WS,T,16-04-2022,2.2,7262.228292077134
67,Chau_Phu,10.656963,105.152679,WS,D,10-04-2022,3.0,6716.584316871914
68,Thoai_Son,10.312202,105.330633,WS,T,10-04-2022,3.0,7253.495386619273
69,Chau_Thanh,10.440335,105.22309,WS,D,27-03-2022,1.76,7170.656972480934
70,Thoai_Son,10.306886,105.290958,SA,T,20-07-2022,1.85,5807.5107690163795
71,Chau_Thanh,10.392045,105.307085,SA,T,17-07-2022,1.43,5838.09015117837
72,Chau_Thanh,10.375619,105.124248,WS,T,24-03-2022,1.87,7237.201392558581
73,Thoai_Son,10.313955,105.243521,SA,T,20-07-2022,1.3,5849.670689101621
74,Chau_Phu,10.592666,105.141217,SA,T,05-08-2022,2.8,6099.205338838052
75,Thoai_Son,10.266311,105.23555,WS,T,20-04-2022,1.5,7234.923743168752
76,Chau_Thanh,10.386546,105.19302,SA,T,14-07-2022,1.65,5987.849129293028
77,Thoai_Son,10.282365,105.276189,WS,T,10-04-2022,1.91,7256.34847798259
78,Thoai_Son,10.33791,105.357013,SA,T,20-07-2022,2.0,5942.510199615273
79,Thoai_Son,10.31856,105.374468,WS,D,28-03-2022,1.4,7252.287989875396
80,Chau_Thanh,10.429212,105.141436,WS,D,27-03-2022,1.21,7220.983440357821
81,Chau_Phu,10.474439,105.216928,SA,T,15-07-2022,7.0,5874.883526246709
82,Chau_Thanh,10.443488,105.236111,WS,T,27-03-2022,1.65,7278.768008255706
83,Chau_Thanh,10.409367,105.355252,WS,T,25-03-2022,2.42,7228.834421108525
84,Thoai_Son,10.292156,105.361294,SA,T,12-07-2022,2.3,6270.095213174094
85,Chau_Phu,10.469839,105.211568,WS,T,01-04-2022,4.0,7292.295711174277
86,Thoai_Son,10.257436,105.217205,SA,T,22-07-2022,2.3,5925.131208786865
87,Chau_Phu,10.658291,105.127704,WS,T,10-04-2022,3.0,7325.287097636198
88,Chau_Thanh,10.407982,105.123304,WS,D,27-03-2022,2.75,6996.648031286099
89,Thoai_Son,10.320684,105.272431,SA,T,20-07-2022,3.0,5881.348543084549
90,Chau_Phu,10.501648,105.096892,WS,T,10-04-2022,1.2,7226.676454241994
91,Chau_Phu,10.490352,105.23065,WS,T,02-04-2022,4.0,7138.917176945814
92,Thoai_Son,10.34489,105.243935,WS,T,12-04-2022,2.3,7075.815680371298
93,Chau_Thanh,10.440557,105.250671,SA,T,28-07-2022,1.76,6017.5741088217255
94,Thoai_Son,10.320371,105.259016,WS,T,13-04-2022,1.52,7123.4401441668215
95,Thoai_Son,10.250745,105.24539,WS,T,20-04-2022,3.0,7161.239484879087
96,Chau_Thanh,10.435839,105.132981,SA,D,26-07-2022,1.21,6171.083712893033
97,Chau_Phu,10.529357,105.147388,WS,T,10-04-2022,2.0,7202.026534545266
98,Chau_Thanh,10.452537,105.205118,SA,T,20-07-2022,5.5,6002.807035880092
99,Chau_Thanh,10.394341,105.126836,SA,T,14-07-2022,4.4,5893.217384306322
100,Chau_Phu,10.48065,105.130089,WS,T,10-04-2022,2.0,7133.096477901994
