ID No,District,Latitude,Longitude,"Season(SA = Summer Autumn, WS = Winter Spring)","Rice Crop Intensity(D=Double, T=Triple)",Date of Harvest,Field size (ha),Predicted Rice Yield (kg/ha)
44,Chau_Thanh,10.420981,105.295797,WS,T,25-03-2022,1.76,7178.95907833542
45,Thoai_Son,10.340626,105.172116,SA,T,23-07-2022,3.0,5909.807385301962
46,Chau_Phu,10.625193,105.181059,SA,D,09-08-2022,3.0,6074.219565791109
47,Chau_Phu,10.479304,105.102943,SA,D,20-07-2022,2.9,5985.954207494527
48,Chau_Thanh,10.392899,105.188514,WS,T,24-03-2022,1.43,7269.547116910915
49,Chau_Thanh,10.426536,105.115181,SA,T,14-07-2022,1.43,6111.273219327567
50,Chau_Phu,10.552114,105.091399,SA,D,05-08-2022,3.6,5987.569496249386
51,Chau_Phu,10.541934,105.247538,WS,T,10-04-2022,2.0,7271.6415130623045
52,Thoai_Son,10.303437,105.381252,WS,T,28-03-2022,2.1,7266.286637627396
53,Thoai_Son,10.368837,105.205763,SA,T,21-07-2022,2.3,5929.939003941632
54,Chau_Thanh,10.440557,105.250671,WS,T,27-03-2022,1.76,7284.148092709226
55,Chau_Thanh,10.430707,105.315671,SA,T,10-07-2022,1.54,5912.454054560803
56,Chau_Thanh,10.378696,105.309113,WS,T,27-03-2022,1.32,7287.69688314643
57,Thoai_Son,10.283467,105.267082,WS,T,20-04-2022,2.2,7215.467166029283
58,Chau_Thanh,10.436907,105.236241,WS,T,27-03-2022,1.375,7244.590042477322
59,Chau_Thanh,10.387619,105.243467,SA,T,19-07-2022,1.3,5867.832334710987
60,Chau_Phu,10.482003,105.203866,SA,T,15-07-2022,3.0,6035.2445195385635
61,Chau_Phu,10.545098,105.112895,SA,D,20-07-2022,3.6,5971.49002335214
62,Thoai_Son,10.279477,105.288145,WS,T,10-04-2022,2.0,7261.1738233130545
63,Chau_Thanh,10.40466,105.311554,SA,T,17-07-2022,1.87,6114.592798513258
64,Thoai_Son,10.34489,105.243935,SA,T,23-07-2022,2.3,5884.400547609078
65,Chau_Phu,10.623506,105.132794,WS,T,10-04-2022,5.0,6995.544506725537
66,Thoai_Son,10.303766,105.203102,WS,T,16-04-2022,2.2,7298.544798090883
67,Chau_Phu,10.656963,105.152679,WS,D,10-04-2022,3.0,7203.091952972072
68,Thoai_Son,10.312202,105.330633,WS,T,10-04-2022,3.0,7203.667091710188
69,Chau_Thanh,10.440335,105.22309,WS,D,27-03-2022,1.76,7274.685964535334
70,Thoai_Son,10.306886,105.290958,SA,T,20-07-2022,1.85,5891.624399419842
71,Chau_Thanh,10.392045,105.307085,SA,T,17-07-2022,1.43,5967.2190343963
72,Chau_Thanh,10.375619,105.124248,WS,T,24-03-2022,1.87,7110.642809574834
73,Thoai_Son,10.313955,105.243521,SA,T,20-07-2022,1.3,5899.633101127067
74,Chau_Phu,10.592666,105.141217,SA,T,05-08-2022,2.8,6081.673199580235
75,Thoai_Son,10.266311,105.23555,WS,T,20-04-2022,1.5,7272.3111430998
76,Chau_Thanh,10.386546,105.19302,SA,T,14-07-2022,1.65,5958.230519284961
77,Thoai_Son,10.282365,105.276189,WS,T,10-04-2022,1.91,7319.568894860088
78,Thoai_Son,10.33791,105.357013,SA,T,20-07-2022,2.0,5976.664630803403
79,Thoai_Son,10.31856,105.374468,WS,D,28-03-2022,1.4,7302.923775055917
80,Chau_Thanh,10.429212,105.141436,WS,D,27-03-2022,1.21,7085.284101586186
81,Chau_Phu,10.474439,105.216928,SA,T,15-07-2022,7.0,5913.7761915394
82,Chau_Thanh,10.443488,105.236111,WS,T,27-03-2022,1.65,7327.764887126943
83,Chau_Thanh,10.409367,105.355252,WS,T,25-03-2022,2.42,7211.8300286129315
84,Thoai_Son,10.292156,105.361294,SA,T,12-07-2022,2.3,5869.082368425056
85,Chau_Phu,10.469839,105.211568,WS,T,01-04-2022,4.0,7152.576236434166
86,Thoai_Son,10.257436,105.217205,SA,T,22-07-2022,2.3,6028.001249097915
87,Chau_Phu,10.658291,105.127704,WS,T,10-04-2022,3.0,7134.76386061368
88,Chau_Thanh,10.407982,105.123304,WS,D,27-03-2022,2.75,6973.79510411324
89,Thoai_Son,10.320684,105.272431,SA,T,20-07-2022,3.0,6025.4091006648305
90,Chau_Phu,10.501648,105.096892,WS,T,10-04-2022,1.2,7073.774690903271
91,Chau_Phu,10.490352,105.23065,WS,T,02-04-2022,4.0,7215.8977879483355
92,Thoai_Son,10.34489,105.243935,WS,T,12-04-2022,2.3,7324.806446156855
93,Chau_Thanh,10.440557,105.250671,SA,T,28-07-2022,1.76,6078.924411926024
94,Thoai_Son,10.320371,105.259016,WS,T,13-04-2022,1.52,7051.878929180578
95,Thoai_Son,10.250745,105.24539,WS,T,20-04-2022,3.0,7072.313289608296
96,Chau_Thanh,10.435839,105.132981,SA,D,26-07-2022,1.21,6108.591715588033
97,Chau_Phu,10.529357,105.147388,WS,T,10-04-2022,2.0,7229.4240710867525
98,Chau_Thanh,10.452537,105.205118,SA,T,20-07-2022,5.5,6016.738463083368
99,Chau_Thanh,10.394341,105.126836,SA,T,14-07-2022,4.4,5811.584763398755
100,Chau_Phu,10.48065,105.130089,WS,T,10-04-2022,2.0,7170.385602359057
