ID No,District,Latitude,Longitude,"Season(SA = Summer Autumn, WS = Winter Spring)","Rice Crop Intensity(D=Double, T=Triple)",Date of Harvest,Field size (ha),Predicted Rice Yield (kg/ha)
29,Thoai_Son,10.293434,105.256309,SA,T,20-07-2022,2.3,6024.8813815485355
30,Chau_Phu,10.48194,105.151543,SA,D,14-07-2022,2.9,6161.055813908646
31,Thoai_Son,10.238171,105.198793,SA,T,20-07-2022,3.6,6143.114088368998
32,Thoai_Son,10.326776,105.33819,SA,T,20-07-2022,1.7,6020.432018129451
33,Chau_Thanh,10.421158,105.237197,WS,T,27-03-2022,1.76,7137.787387285148
34,Chau_Thanh,10.369692,105.29684,WS,T,10-04-2022,4.0,7142.505754948399
35,Chau_Phu,10.473786,105.190479,WS,T,03-04-2022,1.7,7147.422809620398
36,Thoai_Son,10.365734,105.267634,WS,T,12-04-2022,2.5,7148.129856518437
37,Thoai_Son,10.281814,105.114918,SA,T,25-07-2022,5.0,6094.268423903328
38,Chau_Thanh,10.411649,105.370659,SA,T,15-07-2022,1.43,6070.918023412836
39,Chau_Phu,10.477062,105.168941,WS,D,03-04-2022,3.4,6932.3456043897195
40,Chau_Thanh,10.437524,105.202166,SA,D,20-07-2022,2.31,6124.9274030906145
41,Chau_Thanh,10.414613,105.125615,WS,T,27-03-2022,3.85,7162.442994335639
42,Thoai_Son,10.28697,105.341571,SA,T,20-07-2022,1.78,6004.257619555489
43,Chau_Phu,10.64394,105.165296,SA,T,05-08-2022,1.4,6064.4175831529465
44,Chau_Thanh,10.420981,105.295797,WS,T,25-03-2022,1.76,7153.09273960319
45,Thoai_Son,10.340626,105.172116,SA,T,23-07-2022,3.0,6025.663318428351
46,Chau_Phu,10.625193,105.181059,SA,D,09-08-2022,3.0,6144.431129571938
47,Chau_Phu,10.479304,105.102943,SA,D,20-07-2022,2.9,6074.906144767886
48,Chau_Thanh,10.392899,105.188514,WS,T,24-03-2022,1.43,7134.792749769642
49,Chau_Thanh,10.426536,105.115181,SA,T,14-07-2022,1.43,6224.223824298149
50,Chau_Phu,10.552114,105.091399,SA,D,05-08-2022,3.6,6408.857877637399
51,Chau_Phu,10.541934,105.247538,WS,T,10-04-2022,2.0,7172.429690487283
52,Thoai_Son,10.303437,105.381252,WS,T,28-03-2022,2.1,7195.722526066232
53,Thoai_Son,10.368837,105.205763,SA,T,21-07-2022,2.3,5990.307017837589
54,Chau_Thanh,10.440557,105.250671,WS,T,27-03-2022,1.76,7220.319408350835
55,Chau_Thanh,10.430707,105.315671,SA,T,10-07-2022,1.54,6591.038083796265
56,Chau_Thanh,10.378696,105.309113,WS,T,27-03-2022,1.32,7271.506333530235
57,Thoai_Son,10.283467,105.267082,WS,T,20-04-2022,2.2,7075.918208450969
58,Chau_Thanh,10.436907,105.236241,WS,T,27-03-2022,1.375,7167.479606270722
59,Chau_Thanh,10.387619,105.243467,SA,T,19-07-2022,1.3,5988.472391182337
60,Chau_Phu,10.482003,105.203866,SA,T,15-07-2022,3.0,6166.925841373978
61,Chau_Phu,10.545098,105.112895,SA,D,20-07-2022,3.6,6059.381985727056
62,Thoai_Son,10.279477,105.288145,WS,T,10-04-2022,2.0,7110.928389792772
63,Chau_Thanh,10.40466,105.311554,SA,T,17-07-2022,1.87,6130.037678732407
64,Thoai_Son,10.34489,105.243935,SA,T,23-07-2022,2.3,6110.876393251883
65,Chau_Phu,10.623506,105.132794,WS,T,10-04-2022,5.0,6958.24960806784
66,Thoai_Son,10.303766,105.203102,WS,T,16-04-2022,2.2,7103.016620568822
67,Chau_Phu,10.656963,105.152679,WS,D,10-04-2022,3.0,6948.64975276867
68,Thoai_Son,10.312202,105.330633,WS,T,10-04-2022,3.0,7189.702851406153
69,Chau_Thanh,10.440335,105.22309,WS,D,27-03-2022,1.76,7157.650292569544
70,Thoai_Son,10.306886,105.290958,SA,T,20-07-2022,1.85,6024.140160505199
71,Chau_Thanh,10.392045,105.307085,SA,T,17-07-2022,1.43,5987.149035394948
72,Chau_Thanh,10.375619,105.124248,WS,T,24-03-2022,1.87,7110.417300086175
73,Thoai_Son,10.313955,105.243521,SA,T,20-07-2022,1.3,6060.0679876601225
74,Chau_Phu,10.592666,105.141217,SA,T,05-08-2022,2.8,6265.489598348204
75,Thoai_Son,10.266311,105.23555,WS,T,20-04-2022,1.5,7146.80791906187
76,Chau_Thanh,10.386546,105.19302,SA,T,14-07-2022,1.65,6027.2483524509025
77,Thoai_Son,10.282365,105.276189,WS,T,10-04-2022,1.91,7110.782574813022
78,Thoai_Son,10.33791,105.357013,SA,T,20-07-2022,2.0,6074.959036444294
79,Thoai_Son,10.31856,105.374468,WS,D,28-03-2022,1.4,7234.2805287616775
80,Chau_Thanh,10.429212,105.141436,WS,D,27-03-2022,1.21,7218.432059745786
81,Chau_Phu,10.474439,105.216928,SA,T,15-07-2022,7.0,6068.475978279069
82,Chau_Thanh,10.443488,105.236111,WS,T,27-03-2022,1.65,7243.533928795658
83,Chau_Thanh,10.409367,105.355252,WS,T,25-03-2022,2.42,7175.211885399058
84,Thoai_Son,10.292156,105.361294,SA,T,12-07-2022,2.3,6183.693907452587
85,Chau_Phu,10.469839,105.211568,WS,T,01-04-2022,4.0,7132.83788087384
86,Thoai_Son,10.257436,105.217205,SA,T,22-07-2022,2.3,6052.500612123575
87,Chau_Phu,10.658291,105.127704,WS,T,10-04-2022,3.0,7189.307980528758
88,Chau_Thanh,10.407982,105.123304,WS,D,27-03-2022,2.75,7060.722149671519
89,Thoai_Son,10.320684,105.272431,SA,T,20-07-2022,3.0,5999.09120008016
90,Chau_Phu,10.501648,105.096892,WS,T,10-04-2022,1.2,7112.0321637888555
91,Chau_Phu,10.490352,105.23065,WS,T,02-04-2022,4.0,7060.856360979776
92,Thoai_Son,10.34489,105.243935,WS,T,12-04-2022,2.3,7069.048724823202
93,Chau_Thanh,10.440557,105.250671,SA,T,28-07-2022,1.76,6239.118747377213
94,Thoai_Son,10.320371,105.259016,WS,T,13-04-2022,1.52,7254.247643330145
95,Thoai_Son,10.250745,105.24539,WS,T,20-04-2022,3.0,7196.341223212316
96,Chau_Thanh,10.435839,105.132981,SA,D,26-07-2022,1.21,6078.692880895871
97,Chau_Phu,10.529357,105.147388,WS,T,10-04-2022,2.0,7089.1283490065925
98,Chau_Thanh,10.452537,105.205118,SA,T,20-07-2022,5.5,6100.033441250376
99,Chau_Thanh,10.394341,105.126836,SA,T,14-07-2022,4.4,6139.134622943467
100,Chau_Phu,10.48065,105.130089,WS,T,10-04-2022,2.0,7126.083647643852
