ID No,District,Latitude,Longitude,"Season(SA = Summer Autumn, WS = Winter Spring)","Rice Crop Intensity(D=Double, T=Triple)",Date of Harvest,Field size (ha),Predicted Rice Yield (kg/ha)
26,Chau_Thanh,10.40097,105.348815,WS,T,25-03-2022,2.53,7180.751
27,Chau_Phu,10.594603,105.175686,WS,D,12-04-2022,2.2,6877.9863
28,Chau_Phu,10.514912,105.216308,SA,D,14-07-2022,2.0,6019.3994
29,Thoai_Son,10.293434,105.256309,SA,T,20-07-2022,2.3,5882.5713
30,Chau_Phu,10.48194,105.151543,SA,D,14-07-2022,2.9,5942.5596
31,Thoai_Son,10.238171,105.198793,SA,T,20-07-2022,3.6,5832.505
32,Thoai_Son,10.326776,105.33819,SA,T,20-07-2022,1.7,5915.334
33,Chau_Thanh,10.421158,105.237197,WS,T,27-03-2022,1.76,7141.8105
34,Chau_Thanh,10.369692,105.29684,WS,T,10-04-2022,4.0,6985.3433
35,Chau_Phu,10.473786,105.190479,WS,T,03-04-2022,1.7,7262.6445
36,Thoai_Son,10.365734,105.267634,WS,T,12-04-2022,2.5,6787.2837
37,Thoai_Son,10.281814,105.114918,SA,T,25-07-2022,5.0,5841.507
38,Chau_Thanh,10.411649,105.370659,SA,T,15-07-2022,1.43,5978.9707
39,Chau_Phu,10.477062,105.168941,WS,D,03-04-2022,3.4,6718.588
40,Chau_Thanh,10.437524,105.202166,SA,D,20-07-2022,2.31,5986.11
41,Chau_Thanh,10.414613,105.125615,WS,T,27-03-2022,3.85,7131.246
42,Thoai_Son,10.28697,105.341571,SA,T,20-07-2022,1.78,5943.288
43,Chau_Phu,10.64394,105.165296,SA,T,05-08-2022,1.4,6442.9355
44,Chau_Thanh,10.420981,105.295797,WS,T,25-03-2022,1.76,7139.928
45,Thoai_Son,10.340626,105.172116,SA,T,23-07-2022,3.0,5852.966
46,Chau_Phu,10.625193,105.181059,SA,D,09-08-2022,3.0,6653.6343
47,Chau_Phu,10.479304,105.102943,SA,D,20-07-2022,2.9,5965.4365
48,Chau_Thanh,10.392899,105.188514,WS,T,24-03-2022,1.43,7122.6133
49,Chau_Thanh,10.426536,105.115181,SA,T,14-07-2022,1.43,6078.4863
50,Chau_Phu,10.552114,105.091399,SA,D,05-08-2022,3.6,6386.713
51,Chau_Phu,10.541934,105.247538,WS,T,10-04-2022,2.0,7219.4346
52,Thoai_Son,10.303437,105.381252,WS,T,28-03-2022,2.1,7116.659
53,Thoai_Son,10.368837,105.205763,SA,T,21-07-2022,2.3,5922.526
54,Chau_Thanh,10.440557,105.250671,WS,T,27-03-2022,1.76,7267.717
55,Chau_Thanh,10.430707,105.315671,SA,T,10-07-2022,1.54,6674.3154
56,Chau_Thanh,10.378696,105.309113,WS,T,27-03-2022,1.32,7203.8877
57,Thoai_Son,10.283467,105.267082,WS,T,20-04-2022,2.2,7245.633
58,Chau_Thanh,10.436907,105.236241,WS,T,27-03-2022,1.375,7189.659
59,Chau_Thanh,10.387619,105.243467,SA,T,19-07-2022,1.3,5869.8774
60,Chau_Phu,10.482003,105.203866,SA,T,15-07-2022,3.0,5999.5493
61,Chau_Phu,10.545098,105.112895,SA,D,20-07-2022,3.6,5918.341
62,Thoai_Son,10.279477,105.288145,WS,T,10-04-2022,2.0,7326.137
63,Chau_Thanh,10.40466,105.311554,SA,T,17-07-2022,1.87,6041.6724
64,Thoai_Son,10.34489,105.243935,SA,T,23-07-2022,2.3,5786.6235
65,Chau_Phu,10.623506,105.132794,WS,T,10-04-2022,5.0,7225.5957
66,Thoai_Son,10.303766,105.203102,WS,T,16-04-2022,2.2,7210.563
67,Chau_Phu,10.656963,105.152679,WS,D,10-04-2022,3.0,6959.271
68,Thoai_Son,10.312202,105.330633,WS,T,10-04-2022,3.0,7326.009
69,Chau_Thanh,10.440335,105.22309,WS,D,27-03-2022,1.76,7181.001
70,Thoai_Son,10.306886,105.290958,SA,T,20-07-2022,1.85,5908.6694
71,Chau_Thanh,10.392045,105.307085,SA,T,17-07-2022,1.43,5909.157
72,Chau_Thanh,10.375619,105.124248,WS,T,24-03-2022,1.87,7212.4585
73,Thoai_Son,10.313955,105.243521,SA,T,20-07-2022,1.3,5901.444
74,Chau_Phu,10.592666,105.141217,SA,T,05-08-2022,2.8,6422.391
75,Thoai_Son,10.266311,105.23555,WS,T,20-04-2022,1.5,7236.4023
76,Chau_Thanh,10.386546,105.19302,SA,T,14-07-2022,1.65,5862.5713
77,Thoai_Son,10.282365,105.276189,WS,T,10-04-2022,1.91,7162.004
78,Thoai_Son,10.33791,105.357013,SA,T,20-07-2022,2.0,5905.153
79,Thoai_Son,10.31856,105.374468,WS,D,28-03-2022,1.4,7277.009
80,Chau_Thanh,10.429212,105.141436,WS,D,27-03-2022,1.21,7206.5483
81,Chau_Phu,10.474439,105.216928,SA,T,15-07-2022,7.0,5858.731
82,Chau_Thanh,10.443488,105.236111,WS,T,27-03-2022,1.65,7162.1904
83,Chau_Thanh,10.409367,105.355252,WS,T,25-03-2022,2.42,7198.2617
84,Thoai_Son,10.292156,105.361294,SA,T,12-07-2022,2.3,6634.9634
85,Chau_Phu,10.469839,105.211568,WS,T,01-04-2022,4.0,7166.1035
86,Thoai_Son,10.257436,105.217205,SA,T,22-07-2022,2.3,5920.641
87,Chau_Phu,10.658291,105.127704,WS,T,10-04-2022,3.0,7247.389
88,Chau_Thanh,10.407982,105.123304,WS,D,27-03-2022,2.75,7119.556
89,Thoai_Son,10.320684,105.272431,SA,T,20-07-2022,3.0,5889.173
90,Chau_Phu,10.501648,105.096892,WS,T,10-04-2022,1.2,7113.892
91,Chau_Phu,10.490352,105.23065,WS,T,02-04-2022,4.0,7176.101
92,Thoai_Son,10.34489,105.243935,WS,T,12-04-2022,2.3,6783.68
93,Chau_Thanh,10.440557,105.250671,SA,T,28-07-2022,1.76,6082.0273
94,Thoai_Son,10.320371,105.259016,WS,T,13-04-2022,1.52,7149.5176
95,Thoai_Son,10.250745,105.24539,WS,T,20-04-2022,3.0,7167.6865
96,Chau_Thanh,10.435839,105.132981,SA,D,26-07-2022,1.21,5967.7495
97,Chau_Phu,10.529357,105.147388,WS,T,10-04-2022,2.0,7079.299
98,Chau_Thanh,10.452537,105.205118,SA,T,20-07-2022,5.5,5905.904
99,Chau_Thanh,10.394341,105.126836,SA,T,14-07-2022,4.4,5884.118
100,Chau_Phu,10.48065,105.130089,WS,T,10-04-2022,2.0,7215.7505
