ID No,District,Latitude,Longitude,"Season(SA = Summer Autumn, WS = Winter Spring)","Rice Crop Intensity(D=Double, T=Triple)",Date of Harvest,Field size (ha),Predicted Rice Yield (kg/ha)
63,Chau_Thanh,10.40466,105.311554,SA,T,17-07-2022,1.87,5893.9795
64,Thoai_Son,10.34489,105.243935,SA,T,23-07-2022,2.3,5546.2764
65,Chau_Phu,10.623506,105.132794,WS,T,10-04-2022,5.0,7460.5615
66,Thoai_Son,10.303766,105.203102,WS,T,16-04-2022,2.2,7405.497
67,Chau_Phu,10.656963,105.152679,WS,D,10-04-2022,3.0,7132.0845
68,Thoai_Son,10.312202,105.330633,WS,T,10-04-2022,3.0,7532.878
69,Chau_Thanh,10.440335,105.22309,WS,D,27-03-2022,1.76,7399.2666
70,Thoai_Son,10.306886,105.290958,SA,T,20-07-2022,1.85,5817.165
71,Chau_Thanh,10.392045,105.307085,SA,T,17-07-2022,1.43,5737.9526
72,Chau_Thanh,10.375619,105.124248,WS,T,24-03-2022,1.87,7567.1665
73,Thoai_Son,10.313955,105.243521,SA,T,20-07-2022,1.3,5975.6714
74,Chau_Phu,10.592666,105.141217,SA,T,05-08-2022,2.8,5875.829
75,Thoai_Son,10.266311,105.23555,WS,T,20-04-2022,1.5,7404.0015
76,Chau_Thanh,10.386546,105.19302,SA,T,14-07-2022,1.65,5781.0127
77,Thoai_Son,10.282365,105.276189,WS,T,10-04-2022,1.91,6752.9287
78,Thoai_Son,10.33791,105.357013,SA,T,20-07-2022,2.0,5927.834
79,Thoai_Son,10.31856,105.374468,WS,D,28-03-2022,1.4,7287.522
80,Chau_Thanh,10.429212,105.141436,WS,D,27-03-2022,1.21,7624.8555
81,Chau_Phu,10.474439,105.216928,SA,T,15-07-2022,7.0,5826.719
82,Chau_Thanh,10.443488,105.236111,WS,T,27-03-2022,1.65,7656.6157
83,Chau_Thanh,10.409367,105.355252,WS,T,25-03-2022,2.42,7192.552
84,Thoai_Son,10.292156,105.361294,SA,T,12-07-2022,2.3,6637.4287
85,Chau_Phu,10.469839,105.211568,WS,T,01-04-2022,4.0,7518.4507
86,Thoai_Son,10.257436,105.217205,SA,T,22-07-2022,2.3,6127.729
87,Chau_Phu,10.658291,105.127704,WS,T,10-04-2022,3.0,7727.763
88,Chau_Thanh,10.407982,105.123304,WS,D,27-03-2022,2.75,6870.9556
89,Thoai_Son,10.320684,105.272431,SA,T,20-07-2022,3.0,5997.66
90,Chau_Phu,10.501648,105.096892,WS,T,10-04-2022,1.2,6997.2046
91,Chau_Phu,10.490352,105.23065,WS,T,02-04-2022,4.0,7674.6157
92,Thoai_Son,10.34489,105.243935,WS,T,12-04-2022,2.3,6947.776
93,Chau_Thanh,10.440557,105.250671,SA,T,28-07-2022,1.76,6331.9224
94,Thoai_Son,10.320371,105.259016,WS,T,13-04-2022,1.52,6813.9443
95,Thoai_Son,10.250745,105.24539,WS,T,20-04-2022,3.0,7474.029
96,Chau_Thanh,10.435839,105.132981,SA,D,26-07-2022,1.21,6136.4443
97,Chau_Phu,10.529357,105.147388,WS,T,10-04-2022,2.0,7516.954
98,Chau_Thanh,10.452537,105.205118,SA,T,20-07-2022,5.5,6058.296
99,Chau_Thanh,10.394341,105.126836,SA,T,14-07-2022,4.4,5841.4023
100,Chau_Phu,10.48065,105.130089,WS,T,10-04-2022,2.0,6822.754
