ID No,District,Latitude,Longitude,"Season(SA = Summer Autumn, WS = Winter Spring)","Rice Crop Intensity(D=Double, T=Triple)",Date of Harvest,Field size (ha),Predicted Rice Yield (kg/ha)
62,Thoai_Son,10.279477,105.288145,WS,T,10-04-2022,2.0,7279.041459369818
63,Chau_Thanh,10.40466,105.311554,SA,T,17-07-2022,1.87,5903.561289512509
64,Thoai_Son,10.34489,105.243935,SA,T,23-07-2022,2.3,5903.561289512509
65,Chau_Phu,10.623506,105.132794,WS,T,10-04-2022,5.0,7167.0913698812865
66,Thoai_Son,10.303766,105.203102,WS,T,16-04-2022,2.2,7159.963443974385
67,Chau_Phu,10.656963,105.152679,WS,D,10-04-2022,3.0,7275.482377819549
68,Thoai_Son,10.312202,105.330633,WS,T,10-04-2022,3.0,7277.181286549708
69,Chau_Thanh,10.440335,105.22309,WS,D,27-03-2022,1.76,7295.785422932994
70,Thoai_Son,10.306886,105.290958,SA,T,20-07-2022,1.85,5903.561289512509
71,Chau_Thanh,10.392045,105.307085,SA,T,17-07-2022,1.43,5903.561289512509
72,Chau_Thanh,10.375619,105.124248,WS,T,24-03-2022,1.87,7285.57058455732
73,Thoai_Son,10.313955,105.243521,SA,T,20-07-2022,1.3,5903.561289512509
74,Chau_Phu,10.592666,105.141217,SA,T,05-08-2022,2.8,6249.377749842865
75,Thoai_Son,10.266311,105.23555,WS,T,20-04-2022,1.5,7193.384147938603
76,Chau_Thanh,10.386546,105.19302,SA,T,14-07-2022,1.65,5963.046767716026
77,Thoai_Son,10.282365,105.276189,WS,T,10-04-2022,1.91,7277.181286549708
78,Thoai_Son,10.33791,105.357013,SA,T,20-07-2022,2.0,5903.561289512509
79,Thoai_Son,10.31856,105.374468,WS,D,28-03-2022,1.4,7280.041616419569
80,Chau_Thanh,10.429212,105.141436,WS,D,27-03-2022,1.21,7281.927635305038
81,Chau_Phu,10.474439,105.216928,SA,T,15-07-2022,7.0,5903.561289512509
82,Chau_Thanh,10.443488,105.236111,WS,T,27-03-2022,1.65,7264.342105692649
83,Chau_Thanh,10.409367,105.355252,WS,T,25-03-2022,2.42,7283.265640305696
84,Thoai_Son,10.292156,105.361294,SA,T,12-07-2022,2.3,6464.434579488643
85,Chau_Phu,10.469839,105.211568,WS,T,01-04-2022,4.0,7225.038513420627
86,Thoai_Son,10.257436,105.217205,SA,T,22-07-2022,2.3,5903.561289512509
87,Chau_Phu,10.658291,105.127704,WS,T,10-04-2022,3.0,7279.041459369818
88,Chau_Thanh,10.407982,105.123304,WS,D,27-03-2022,2.75,7243.695275666981
89,Thoai_Son,10.320684,105.272431,SA,T,20-07-2022,3.0,5903.561289512509
90,Chau_Phu,10.501648,105.096892,WS,T,10-04-2022,1.2,7249.918298539223
91,Chau_Phu,10.490352,105.23065,WS,T,02-04-2022,4.0,7222.654983236901
92,Thoai_Son,10.34489,105.243935,WS,T,12-04-2022,2.3,6663.697725605282
93,Chau_Thanh,10.440557,105.250671,SA,T,28-07-2022,1.76,5914.447017167981
94,Thoai_Son,10.320371,105.259016,WS,T,13-04-2022,1.52,6787.961712691841
95,Thoai_Son,10.250745,105.24539,WS,T,20-04-2022,3.0,7295.432381345156
96,Chau_Thanh,10.435839,105.132981,SA,D,26-07-2022,1.21,5903.561289512509
97,Chau_Phu,10.529357,105.147388,WS,T,10-04-2022,2.0,7279.041459369818
98,Chau_Thanh,10.452537,105.205118,SA,T,20-07-2022,5.5,5903.561289512509
99,Chau_Thanh,10.394341,105.126836,SA,T,14-07-2022,4.4,5903.561289512509
100,Chau_Phu,10.48065,105.130089,WS,T,10-04-2022,2.0,7265.761517615177
