ID No,District,Latitude,Longitude,"Season(SA = Summer Autumn, WS = Winter Spring)","Rice Crop Intensity(D=Double, T=Triple)",Date of Harvest,Field size (ha),Predicted Rice Yield (kg/ha)
27,Chau_Phu,10.594603,105.175686,WS,D,12-04-2022,2.2,6749.1953
28,Chau_Phu,10.514912,105.216308,SA,D,14-07-2022,2.0,5845.285
29,Thoai_Son,10.293434,105.256309,SA,T,20-07-2022,2.3,5736.2217
30,Chau_Phu,10.48194,105.151543,SA,D,14-07-2022,2.9,5797.048
31,Thoai_Son,10.238171,105.198793,SA,T,20-07-2022,3.6,5605.732
32,Thoai_Son,10.326776,105.33819,SA,T,20-07-2022,1.7,5641.1875
33,Chau_Thanh,10.421158,105.237197,WS,T,27-03-2022,1.76,7289.6963
34,Chau_Thanh,10.369692,105.29684,WS,T,10-04-2022,4.0,7385.9463
35,Chau_Phu,10.473786,105.190479,WS,T,03-04-2022,1.7,6991.784
36,Thoai_Son,10.365734,105.267634,WS,T,12-04-2022,2.5,6399.042
37,Thoai_Son,10.281814,105.114918,SA,T,25-07-2022,5.0,5532.298
38,Chau_Thanh,10.411649,105.370659,SA,T,15-07-2022,1.43,6143.7886
39,Chau_Phu,10.477062,105.168941,WS,D,03-04-2022,3.4,6484.5054
40,Chau_Thanh,10.437524,105.202166,SA,D,20-07-2022,2.31,5829.446
41,Chau_Thanh,10.414613,105.125615,WS,T,27-03-2022,3.85,7084.775
42,Thoai_Son,10.28697,105.341571,SA,T,20-07-2022,1.78,5771.7627
43,Chau_Phu,10.64394,105.165296,SA,T,05-08-2022,1.4,5695.5293
44,Chau_Thanh,10.420981,105.295797,WS,T,25-03-2022,1.76,7356.335
45,Thoai_Son,10.340626,105.172116,SA,T,23-07-2022,3.0,6070.0757
46,Chau_Phu,10.625193,105.181059,SA,D,09-08-2022,3.0,6702.918
47,Chau_Phu,10.479304,105.102943,SA,D,20-07-2022,2.9,5765.15
48,Chau_Thanh,10.392899,105.188514,WS,T,24-03-2022,1.43,7194.2744
49,Chau_Thanh,10.426536,105.115181,SA,T,14-07-2022,1.43,5685.206
50,Chau_Phu,10.552114,105.091399,SA,D,05-08-2022,3.6,6580.5586
51,Chau_Phu,10.541934,105.247538,WS,T,10-04-2022,2.0,7306.6455
52,Thoai_Son,10.303437,105.381252,WS,T,28-03-2022,2.1,7403.7476
53,Thoai_Son,10.368837,105.205763,SA,T,21-07-2022,2.3,5814.227
54,Chau_Thanh,10.440557,105.250671,WS,T,27-03-2022,1.76,7269.995
55,Chau_Thanh,10.430707,105.315671,SA,T,10-07-2022,1.54,6053.4863
56,Chau_Thanh,10.378696,105.309113,WS,T,27-03-2022,1.32,7351.8125
57,Thoai_Son,10.283467,105.267082,WS,T,20-04-2022,2.2,7816.7236
58,Chau_Thanh,10.436907,105.236241,WS,T,27-03-2022,1.375,7243.573
59,Chau_Thanh,10.387619,105.243467,SA,T,19-07-2022,1.3,5811.697
60,Chau_Phu,10.482003,105.203866,SA,T,15-07-2022,3.0,6172.7666
61,Chau_Phu,10.545098,105.112895,SA,D,20-07-2022,3.6,5895.521
62,Thoai_Son,10.279477,105.288145,WS,T,10-04-2022,2.0,7421.913
63,Chau_Thanh,10.40466,105.311554,SA,T,17-07-2022,1.87,5537.9624
64,Thoai_Son,10.34489,105.243935,SA,T,23-07-2022,2.3,5585.7354
65,Chau_Phu,10.623506,105.132794,WS,T,10-04-2022,5.0,7237.917
66,Thoai_Son,10.303766,105.203102,WS,T,16-04-2022,2.2,7516.4736
67,Chau_Phu,10.656963,105.152679,WS,D,10-04-2022,3.0,6612.202
68,Thoai_Son,10.312202,105.330633,WS,T,10-04-2022,3.0,6983.337
69,Chau_Thanh,10.440335,105.22309,WS,D,27-03-2022,1.76,7111.2627
70,Thoai_Son,10.306886,105.290958,SA,T,20-07-2022,1.85,5766.08
71,Chau_Thanh,10.392045,105.307085,SA,T,17-07-2022,1.43,6078.9277
72,Chau_Thanh,10.375619,105.124248,WS,T,24-03-2022,1.87,7109.689
73,Thoai_Son,10.313955,105.243521,SA,T,20-07-2022,1.3,5712.3555
74,Chau_Phu,10.592666,105.141217,SA,T,05-08-2022,2.8,5677.1357
75,Thoai_Son,10.266311,105.23555,WS,T,20-04-2022,1.5,7532.8813
76,Chau_Thanh,10.386546,105.19302,SA,T,14-07-2022,1.65,5697.462
77,Thoai_Son,10.282365,105.276189,WS,T,10-04-2022,1.91,7169.9023
78,Thoai_Son,10.33791,105.357013,SA,T,20-07-2022,2.0,5599.8115
79,Thoai_Son,10.31856,105.374468,WS,D,28-03-2022,1.4,7596.4346
80,Chau_Thanh,10.429212,105.141436,WS,D,27-03-2022,1.21,7241.542
81,Chau_Phu,10.474439,105.216928,SA,T,15-07-2022,7.0,5628.304
82,Chau_Thanh,10.443488,105.236111,WS,T,27-03-2022,1.65,7305.142
83,Chau_Thanh,10.409367,105.355252,WS,T,25-03-2022,2.42,7322.1274
84,Thoai_Son,10.292156,105.361294,SA,T,12-07-2022,2.3,6624.061
85,Chau_Phu,10.469839,105.211568,WS,T,01-04-2022,4.0,7136.171
86,Thoai_Son,10.257436,105.217205,SA,T,22-07-2022,2.3,5520.574
87,Chau_Phu,10.658291,105.127704,WS,T,10-04-2022,3.0,6438.082
88,Chau_Thanh,10.407982,105.123304,WS,D,27-03-2022,2.75,6935.3916
89,Thoai_Son,10.320684,105.272431,SA,T,20-07-2022,3.0,5627.419
90,Chau_Phu,10.501648,105.096892,WS,T,10-04-2022,1.2,7016.1846
91,Chau_Phu,10.490352,105.23065,WS,T,02-04-2022,4.0,7271.214
92,Thoai_Son,10.34489,105.243935,WS,T,12-04-2022,2.3,7122.5107
93,Chau_Thanh,10.440557,105.250671,SA,T,28-07-2022,1.76,5500.206
94,Thoai_Son,10.320371,105.259016,WS,T,13-04-2022,1.52,7425.2314
95,Thoai_Son,10.250745,105.24539,WS,T,20-04-2022,3.0,7658.6064
96,Chau_Thanh,10.435839,105.132981,SA,D,26-07-2022,1.21,5802.2754
97,Chau_Phu,10.529357,105.147388,WS,T,10-04-2022,2.0,7299.3726
98,Chau_Thanh,10.452537,105.205118,SA,T,20-07-2022,5.5,6002.0557
99,Chau_Thanh,10.394341,105.126836,SA,T,14-07-2022,4.4,5835.478
100,Chau_Phu,10.48065,105.130089,WS,T,10-04-2022,2.0,6848.236
