ID No,District,Latitude,Longitude,"Season(SA = Summer Autumn, WS = Winter Spring)","Rice Crop Intensity(D=Double, T=Triple)",Date of Harvest,Field size (ha),Predicted Rice Yield (kg/ha)
41,Chau_Thanh,10.414613,105.125615,WS,T,27-03-2022,3.85,7238.7993
42,Thoai_Son,10.28697,105.341571,SA,T,20-07-2022,1.78,5985.6553
43,Chau_Phu,10.64394,105.165296,SA,T,05-08-2022,1.4,6110.7056
44,Chau_Thanh,10.420981,105.295797,WS,T,25-03-2022,1.76,7269.853
45,Thoai_Son,10.340626,105.172116,SA,T,23-07-2022,3.0,5876.8857
46,Chau_Phu,10.625193,105.181059,SA,D,09-08-2022,3.0,6411.9014
47,Chau_Phu,10.479304,105.102943,SA,D,20-07-2022,2.9,5903.52
48,Chau_Thanh,10.392899,105.188514,WS,T,24-03-2022,1.43,7206.38
49,Chau_Thanh,10.426536,105.115181,SA,T,14-07-2022,1.43,6047.653
50,Chau_Phu,10.552114,105.091399,SA,D,05-08-2022,3.6,6582.948
51,Chau_Phu,10.541934,105.247538,WS,T,10-04-2022,2.0,7217.0225
52,Thoai_Son,10.303437,105.381252,WS,T,28-03-2022,2.1,7298.0127
53,Thoai_Son,10.368837,105.205763,SA,T,21-07-2022,2.3,5847.5938
54,Chau_Thanh,10.440557,105.250671,WS,T,27-03-2022,1.76,7286.095
55,Chau_Thanh,10.430707,105.315671,SA,T,10-07-2022,1.54,6708.94
56,Chau_Thanh,10.378696,105.309113,WS,T,27-03-2022,1.32,7303.932
57,Thoai_Son,10.283467,105.267082,WS,T,20-04-2022,2.2,7171.409
58,Chau_Thanh,10.436907,105.236241,WS,T,27-03-2022,1.375,7287.9624
59,Chau_Thanh,10.387619,105.243467,SA,T,19-07-2022,1.3,5896.9463
60,Chau_Phu,10.482003,105.203866,SA,T,15-07-2022,3.0,6301.997
61,Chau_Phu,10.545098,105.112895,SA,D,20-07-2022,3.6,6029.1914
62,Thoai_Son,10.279477,105.288145,WS,T,10-04-2022,2.0,7109.1523
63,Chau_Thanh,10.40466,105.311554,SA,T,17-07-2022,1.87,5849.288
64,Thoai_Son,10.34489,105.243935,SA,T,23-07-2022,2.3,5877.277
65,Chau_Phu,10.623506,105.132794,WS,T,10-04-2022,5.0,7263.698
66,Thoai_Son,10.303766,105.203102,WS,T,16-04-2022,2.2,7250.2695
67,Chau_Phu,10.656963,105.152679,WS,D,10-04-2022,3.0,6853.9736
68,Thoai_Son,10.312202,105.330633,WS,T,10-04-2022,3.0,7205.397
69,Chau_Thanh,10.440335,105.22309,WS,D,27-03-2022,1.76,7200.6313
70,Thoai_Son,10.306886,105.290958,SA,T,20-07-2022,1.85,6044.4707
71,Chau_Thanh,10.392045,105.307085,SA,T,17-07-2022,1.43,5933.483
72,Chau_Thanh,10.375619,105.124248,WS,T,24-03-2022,1.87,7274.9243
73,Thoai_Son,10.313955,105.243521,SA,T,20-07-2022,1.3,5807.9907
74,Chau_Phu,10.592666,105.141217,SA,T,05-08-2022,2.8,6272.3916
75,Thoai_Son,10.266311,105.23555,WS,T,20-04-2022,1.5,7249.3076
76,Chau_Thanh,10.386546,105.19302,SA,T,14-07-2022,1.65,6021.368
77,Thoai_Son,10.282365,105.276189,WS,T,10-04-2022,1.91,7044.3486
78,Thoai_Son,10.33791,105.357013,SA,T,20-07-2022,2.0,6043.011
79,Thoai_Son,10.31856,105.374468,WS,D,28-03-2022,1.4,7309.651
80,Chau_Thanh,10.429212,105.141436,WS,D,27-03-2022,1.21,7273.514
81,Chau_Phu,10.474439,105.216928,SA,T,15-07-2022,7.0,5981.611
82,Chau_Thanh,10.443488,105.236111,WS,T,27-03-2022,1.65,7282.9165
83,Chau_Thanh,10.409367,105.355252,WS,T,25-03-2022,2.42,7250.639
84,Thoai_Son,10.292156,105.361294,SA,T,12-07-2022,2.3,6453.745
85,Chau_Phu,10.469839,105.211568,WS,T,01-04-2022,4.0,7172.5195
86,Thoai_Son,10.257436,105.217205,SA,T,22-07-2022,2.3,5875.562
87,Chau_Phu,10.658291,105.127704,WS,T,10-04-2022,3.0,7160.009
88,Chau_Thanh,10.407982,105.123304,WS,D,27-03-2022,2.75,7222.468
89,Thoai_Son,10.320684,105.272431,SA,T,20-07-2022,3.0,5936.4736
90,Chau_Phu,10.501648,105.096892,WS,T,10-04-2022,1.2,7145.6313
91,Chau_Phu,10.490352,105.23065,WS,T,02-04-2022,4.0,7110.8135
92,Thoai_Son,10.34489,105.243935,WS,T,12-04-2022,2.3,6903.6196
93,Chau_Thanh,10.440557,105.250671,SA,T,28-07-2022,1.76,5931.551
94,Thoai_Son,10.320371,105.259016,WS,T,13-04-2022,1.52,7268.5483
95,Thoai_Son,10.250745,105.24539,WS,T,20-04-2022,3.0,7236.2407
96,Chau_Thanh,10.435839,105.132981,SA,D,26-07-2022,1.21,5997.8076
97,Chau_Phu,10.529357,105.147388,WS,T,10-04-2022,2.0,7191.661
98,Chau_Thanh,10.452537,105.205118,SA,T,20-07-2022,5.5,6261.3525
99,Chau_Thanh,10.394341,105.126836,SA,T,14-07-2022,4.4,5905.002
100,Chau_Phu,10.48065,105.130089,WS,T,10-04-2022,2.0,7057.15
