ID No,District,Latitude,Longitude,"Season(SA = Summer Autumn, WS = Winter Spring)","Rice Crop Intensity(D=Double, T=Triple)",Date of Harvest,Field size (ha),Predicted Rice Yield (kg/ha)
83,Chau_Thanh,10.409367,105.355252,WS,T,25-03-2022,2.42,7078.9326
84,Thoai_Son,10.292156,105.361294,SA,T,12-07-2022,2.3,6676.563
85,Chau_Phu,10.469839,105.211568,WS,T,01-04-2022,4.0,7370.507
86,Thoai_Son,10.257436,105.217205,SA,T,22-07-2022,2.3,5999.261
87,Chau_Phu,10.658291,105.127704,WS,T,10-04-2022,3.0,7202.0244
88,Chau_Thanh,10.407982,105.123304,WS,D,27-03-2022,2.75,7332.6587
89,Thoai_Son,10.320684,105.272431,SA,T,20-07-2022,3.0,5877.122
90,Chau_Phu,10.501648,105.096892,WS,T,10-04-2022,1.2,7155.3916
91,Chau_Phu,10.490352,105.23065,WS,T,02-04-2022,4.0,7128.4683
92,Thoai_Son,10.34489,105.243935,WS,T,12-04-2022,2.3,6573.767
93,Chau_Thanh,10.440557,105.250671,SA,T,28-07-2022,1.76,6003.929
94,Thoai_Son,10.320371,105.259016,WS,T,13-04-2022,1.52,7255.278
95,Thoai_Son,10.250745,105.24539,WS,T,20-04-2022,3.0,7125.236
96,Chau_Thanh,10.435839,105.132981,SA,D,26-07-2022,1.21,6010.443
97,Chau_Phu,10.529357,105.147388,WS,T,10-04-2022,2.0,7133.018
98,Chau_Thanh,10.452537,105.205118,SA,T,20-07-2022,5.5,5906.06
99,Chau_Thanh,10.394341,105.126836,SA,T,14-07-2022,4.4,5837.5005
100,Chau_Phu,10.48065,105.130089,WS,T,10-04-2022,2.0,7214.554
